"company_id" "name" "country" "category" "sales" "profits" "assets" "marketvalue" "level" "jobfamily" "years_professional_experience" "years_in_position" "sex" "total_compensation" "variable_compensation" "base_salary"
"372" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "Sales" 40 40 "Male" 119700 30971 88729
"373" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Junior" "IT" 5 3 "Male" 69200 7367 61833
"374" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "IT" 46 46 "Male" 100600 13204 87396
"375" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "Sales" 16 16 "Male" 134550 24686 109864
"376" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Senior" "IT" 39 35 "Male" 107309 5942 101367
"377" 1965 "Valiant Holding" "Switzerland" "Banking" 0.44 0.06 12.65 1.28 "Junior" "IT" 8 4 "Male" 81035 7904 73131
"378" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "Sales" 20 4 "Male" 132261 28131 104130
"379" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "Sales" 28 36 "Male" 91412 20554 70858
"380" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Expert" "IT" 15 8 "Male" 81500 8826 72674
"381" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "Sales" 27 27 "Male" 156938 20490 136448
"382" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Expert" "Sales" 13 10 "Female" 103750 13709 90041
"383" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "IT" 20 20 "Male" 122400 15515 106885
"384" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "IT" 37 35 "Male" 99000 6178 92822
"385" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "IT" 14 4 "Male" 105260 6905 98355
"386" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "Sales" 38 38 "Male" 114596 21640 92956
"387" 1967 "BayWa" "Germany" "Food drink & tobacco" 5.62 0.03 2.36 0.67 "Senior" "IT" 27 23 "Male" 172505 20151 152354
"388" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "Sales" 18 18 "Female" 129000 23717 105283
"389" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "Sales" 25 25 "Female" 140096 19653 120443
"390" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Junior" "Sales" 2 2 "Male" 88400 11848 76552
"391" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "IT" 28 26 "Male" 155500 12429 143071
"392" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "Sales" 21 8 "Male" 105890 20100 85790
"393" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "Sales" 19 5 "Male" 165000 32102 132898
"394" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "IT" 23 23 "Male" 108200 10745 97455
"395" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "IT" 51 51 "Male" 57800 4262 53538
"396" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Expert" "Sales" 9 9 "Male" 95642 17854 77788
"397" 1994 "Mobilcom" "Germany" "Telecommunications services" 2.16 -3.62 8.67 1.42 "Senior" "IT" 14 11 "Male" 121946 10579 111367
